Date,State,District,Confirmed,Active,Recovered,Deaths
2020-05-30,Telangana,Jangaon,0,0,0,0
2020-05-30,Telangana,Jayashankar Bhupalapally,0,0,0,0
2020-05-30,Telangana,Jogulamba Gadwal,0,0,0,0
2020-05-30,Telangana,Kamareddy,0,0,0,0
2020-05-30,Telangana,Karimnagar,0,0,0,0
2020-05-30,Telangana,Khammam,0,0,0,0
2020-05-30,Telangana,Mahabubabad,0,0,0,0
2020-05-30,Telangana,Mahabubnagar,0,0,0,0
2020-05-30,Telangana,Mancherial,0,0,0,0
2020-05-30,Telangana,Medak,0,0,0,0
2020-05-30,Telangana,Medchal Malkajgiri,0,0,0,0
2020-05-30,Telangana,Mulugu,0,0,0,0
2020-05-30,Telangana,Nalgonda,0,0,0,0
2020-05-30,Telangana,Narayanpet,0,0,0,0
2020-05-30,Telangana,Nagarkurnool,0,0,0,0
2020-05-30,Telangana,Nirmal,0,0,0,0
2020-05-30,Telangana,Nizamabad,0,0,0,0
2020-05-30,Telangana,Peddapalli,0,0,0,0
2020-05-30,Telangana,Rajanna Sircilla,0,0,0,0
2020-05-30,Telangana,Ranga Reddy,0,0,0,0
2020-05-30,Telangana,Sangareddy,0,0,0,0
2020-05-30,Telangana,Siddipet,0,0,0,0
2020-05-30,Telangana,Suryapet,0,0,0,0
2020-05-30,Telangana,Vikarabad,0,0,0,0
2020-05-30,Telangana,Wanaparthy,0,0,0,0
2020-05-30,Telangana,Warangal Urban,0,0,0,0
2020-05-30,Telangana,Warangal Rural,0,0,0,0
2020-05-30,Telangana,Yadadri Bhuvanagiri,0,0,0,0
2020-05-30,Andaman and Nicobar Islands,Nicobars,0,0,0,0
2020-05-30,Andaman and Nicobar Islands,North and Middle Andaman,0,0,0,0
2020-05-30,Dadra and Nagar Haveli and Daman and Diu,Daman,0,0,0,0
2020-05-30,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,0,0
2020-05-30,Jammu and Kashmir,Mirpur,0,0,0,0
2020-05-30,Jammu and Kashmir,Muzaffarabad,0,0,0,0
2020-05-30,Lakshadweep,Lakshadweep,0,0,0,0
2020-05-30,Delhi,Central Delhi,0,0,0,0
2020-05-30,Delhi,East Delhi,0,0,0,0
2020-05-30,Delhi,New Delhi,0,0,0,0
2020-05-30,Delhi,North Delhi,0,0,0,0
2020-05-30,Delhi,North East Delhi,0,0,0,0
2020-05-30,Delhi,North West Delhi,0,0,0,0
2020-05-30,Delhi,Shahdara,0,0,0,0
2020-05-30,Delhi,South Delhi,0,0,0,0
2020-05-30,Delhi,South East Delhi,0,0,0,0
2020-05-30,Delhi,South West Delhi,0,0,0,0
2020-05-30,Delhi,West Delhi,0,0,0,0
2020-05-30,Puducherry,Yanam,0,0,0,0
2020-05-31,Arunachal Pradesh,Anjaw,0,0,0,0
2020-05-31,Arunachal Pradesh,East Kameng,0,0,0,0
2020-05-31,Arunachal Pradesh,East Siang,0,0,0,0
2020-05-31,Arunachal Pradesh,Kamle,0,0,0,0
2020-05-31,Arunachal Pradesh,Kra Daadi,0,0,0,0
2020-05-31,Arunachal Pradesh,Kurung Kumey,0,0,0,0
2020-05-31,Arunachal Pradesh,Lepa Rada,0,0,0,0
2020-05-31,Arunachal Pradesh,Longding,0,0,0,0
2020-05-31,Arunachal Pradesh,Lower Dibang Valley,0,0,0,0
2020-05-31,Arunachal Pradesh,Lower Siang,0,0,0,0
2020-05-31,Arunachal Pradesh,Lower Subansiri,0,0,0,0
2020-05-31,Arunachal Pradesh,Namsai,0,0,0,0
2020-05-31,Arunachal Pradesh,Pakke Kessang,0,0,0,0
2020-05-31,Arunachal Pradesh,Shi Yomi,0,0,0,0
2020-05-31,Arunachal Pradesh,Siang,0,0,0,0
2020-05-31,Arunachal Pradesh,Tawang,0,0,0,0
2020-05-31,Arunachal Pradesh,Tirap,0,0,0,0
2020-05-31,Arunachal Pradesh,Upper Dibang Valley,0,0,0,0
2020-05-31,Arunachal Pradesh,Upper Siang,0,0,0,0
2020-05-31,Arunachal Pradesh,Upper Subansiri,0,0,0,0
2020-05-31,Arunachal Pradesh,West Kameng,0,0,0,0
2020-05-31,Arunachal Pradesh,West Siang,0,0,0,0
2020-05-31,Assam,Majuli,0,0,0,0
2020-05-31,Chhattisgarh,Gaurela-Pendra-Marwahi,0,0,0,0
2020-05-31,Himachal Pradesh,Kinnaur,0,0,0,0
2020-05-31,Himachal Pradesh,Lahaul and Spiti,0,0,0,0
2020-05-31,Karnataka,Chamarajanagar,0,0,0,0
2020-05-31,Madhya Pradesh,Chachaura-Binaganj,0,0,0,0
2020-05-31,Madhya Pradesh,Maihar,0,0,0,0
2020-05-31,Madhya Pradesh,Nagda,0,0,0,0
2020-05-31,Madhya Pradesh,Niwari,0,0,0,0
2020-05-31,Maharashtra,Mumbai Suburban,0,0,0,0
2020-05-31,Manipur,Bishnupur,0,0,0,0
2020-05-31,Manipur,Jiribam,0,0,0,0
2020-05-31,Manipur,Kakching,0,0,0,0
2020-05-31,Manipur,Kangpokpi,0,0,0,0
2020-05-31,Manipur,Pherzawl,0,0,0,0
2020-05-31,Manipur,Senapati,0,0,0,0
2020-05-31,Manipur,Tamenglong,0,0,0,0
2020-05-31,Manipur,Tengnoupal,0,0,0,0
2020-05-31,Meghalaya,East Garo Hills,0,0,0,0
2020-05-31,Meghalaya,East Jaintia Hills,0,0,0,0
2020-05-31,Meghalaya,Ribhoi,0,0,0,0
2020-05-31,Meghalaya,South Garo Hills,0,0,0,0
2020-05-31,Meghalaya,South West Khasi Hills,0,0,0,0
2020-05-31,Meghalaya,West Jaintia Hills,0,0,0,0
2020-05-31,Mizoram,Champhai,0,0,0,0
2020-05-31,Mizoram,Hnahthial,0,0,0,0
2020-05-31,Mizoram,Khawzawl,0,0,0,0
2020-05-31,Mizoram,Kolasib,0,0,0,0
2020-05-31,Mizoram,Lawngtlai,0,0,0,0
2020-05-31,Mizoram,Lunglei,0,0,0,0
2020-05-31,Mizoram,Mamit,0,0,0,0
2020-05-31,Mizoram,Saiha,0,0,0,0
2020-05-31,Mizoram,Saitual,0,0,0,0
2020-05-31,Mizoram,Serchhip,0,0,0,0
2020-05-31,Nagaland,Longleng,0,0,0,0
2020-05-31,Nagaland,Noklak,0,0,0,0
2020-05-31,Nagaland,Zunheboto,0,0,0,0
2020-05-31,Sikkim,East District,0,0,0,0
2020-05-31,Sikkim,North District,0,0,0,0
2020-05-31,Sikkim,South District,0,0,0,0
2020-05-31,Sikkim,West District,0,0,0,0
2020-05-31,Tamil Nadu,Mayiladuthurai,0,0,0,0
2020-05-31,Telangana,Adilabad,0,0,0,0
2020-05-31,Telangana,Komaram Bheem,0,0,0,0
2020-05-31,Telangana,Bhadradri Kothagudem,0,0,0,0
2020-05-31,Telangana,Hyderabad,0,0,0,0
2020-05-31,Telangana,Jagtial,0,0,0,0
2020-05-31,Telangana,Jangaon,0,0,0,0
2020-05-31,Telangana,Jayashankar Bhupalapally,0,0,0,0
2020-05-31,Telangana,Jogulamba Gadwal,0,0,0,0
2020-05-31,Telangana,Kamareddy,0,0,0,0
2020-05-31,Telangana,Karimnagar,0,0,0,0
2020-05-31,Telangana,Khammam,0,0,0,0
2020-05-31,Telangana,Mahabubabad,0,0,0,0
2020-05-31,Telangana,Mahabubnagar,0,0,0,0
2020-05-31,Telangana,Mancherial,0,0,0,0
2020-05-31,Telangana,Medak,0,0,0,0
2020-05-31,Telangana,Medchal Malkajgiri,0,0,0,0
2020-05-31,Telangana,Mulugu,0,0,0,0
2020-05-31,Telangana,Nalgonda,0,0,0,0
2020-05-31,Telangana,Narayanpet,0,0,0,0
2020-05-31,Telangana,Nagarkurnool,0,0,0,0
2020-05-31,Telangana,Nirmal,0,0,0,0
2020-05-31,Telangana,Nizamabad,0,0,0,0
2020-05-31,Telangana,Peddapalli,0,0,0,0
2020-05-31,Telangana,Rajanna Sircilla,0,0,0,0
2020-05-31,Telangana,Ranga Reddy,0,0,0,0
2020-05-31,Telangana,Sangareddy,0,0,0,0
2020-05-31,Telangana,Siddipet,0,0,0,0
2020-05-31,Telangana,Suryapet,0,0,0,0
2020-05-31,Telangana,Vikarabad,0,0,0,0
2020-05-31,Telangana,Wanaparthy,0,0,0,0
2020-05-31,Telangana,Warangal Urban,0,0,0,0
2020-05-31,Telangana,Warangal Rural,0,0,0,0
2020-05-31,Telangana,Yadadri Bhuvanagiri,0,0,0,0
2020-05-31,Andaman and Nicobar Islands,Nicobars,0,0,0,0
2020-05-31,Andaman and Nicobar Islands,North and Middle Andaman,0,0,0,0
2020-05-31,Dadra and Nagar Haveli and Daman and Diu,Daman,0,0,0,0
2020-05-31,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,0,0
2020-05-31,Jammu and Kashmir,Mirpur,0,0,0,0
2020-05-31,Jammu and Kashmir,Muzaffarabad,0,0,0,0
2020-05-31,Lakshadweep,Lakshadweep,0,0,0,0
2020-05-31,Delhi,Central Delhi,0,0,0,0
2020-05-31,Delhi,East Delhi,0,0,0,0
2020-05-31,Delhi,New Delhi,0,0,0,0
2020-05-31,Delhi,North Delhi,0,0,0,0
2020-05-31,Delhi,North East Delhi,0,0,0,0
2020-05-31,Delhi,North West Delhi,0,0,0,0
2020-05-31,Delhi,Shahdara,0,0,0,0
2020-05-31,Delhi,South Delhi,0,0,0,0
2020-05-31,Delhi,South East Delhi,0,0,0,0
2020-05-31,Delhi,South West Delhi,0,0,0,0
2020-05-31,Delhi,West Delhi,0,0,0,0
2020-05-31,Puducherry,Yanam,0,0,0,0
2020-06-01,Arunachal Pradesh,Upper Dibang Valley,0,0,0,0
2020-06-01,Assam,Majuli,0,0,0,0
2020-06-01,Chhattisgarh,Gaurela-Pendra-Marwahi,0,0,0,0
2020-06-01,Himachal Pradesh,Kinnaur,0,0,0,0
2020-06-01,Himachal Pradesh,Lahaul and Spiti,0,0,0,0
2020-06-01,Madhya Pradesh,Chachaura-Binaganj,0,0,0,0
2020-06-01,Madhya Pradesh,Maihar,0,0,0,0
2020-06-01,Madhya Pradesh,Nagda,0,0,0,0
2020-06-01,Madhya Pradesh,Niwari,0,0,0,0
2020-06-01,Maharashtra,Mumbai Suburban,0,0,0,0
2020-06-01,Manipur,Jiribam,0,0,0,0
2020-06-01,Manipur,Kakching,0,0,0,0
2020-06-01,Manipur,Kangpokpi,0,0,0,0
2020-06-01,Manipur,Pherzawl,0,0,0,0
2020-06-01,Manipur,Tamenglong,0,0,0,0
2020-06-01,Manipur,Tengnoupal,0,0,0,0
2020-06-01,Meghalaya,East Garo Hills,0,0,0,0
2020-06-01,Meghalaya,East Jaintia Hills,0,0,0,0
2020-06-01,Meghalaya,Ribhoi,0,0,0,0
2020-06-01,Meghalaya,South Garo Hills,0,0,0,0
2020-06-01,Meghalaya,South West Khasi Hills,0,0,0,0
2020-06-01,Meghalaya,West Jaintia Hills,0,0,0,0
2020-06-01,Mizoram,Champhai,0,0,0,0
2020-06-01,Mizoram,Hnahthial,0,0,0,0
2020-06-01,Mizoram,Khawzawl,0,0,0,0
2020-06-01,Mizoram,Kolasib,0,0,0,0
2020-06-01,Mizoram,Lawngtlai,0,0,0,0
2020-06-01,Mizoram,Lunglei,0,0,0,0
2020-06-01,Mizoram,Mamit,0,0,0,0
2020-06-01,Mizoram,Saiha,0,0,0,0
2020-06-01,Mizoram,Saitual,0,0,0,0
2020-06-01,Mizoram,Serchhip,0,0,0,0
2020-06-01,Nagaland,Longleng,0,0,0,0
2020-06-01,Nagaland,Noklak,0,0,0,0
2020-06-01,Nagaland,Zunheboto,0,0,0,0
2020-06-01,Sikkim,East District,0,0,0,0
2020-06-01,Sikkim,North District,0,0,0,0
2020-06-01,Sikkim,South District,0,0,0,0
2020-06-01,Sikkim,West District,0,0,0,0
2020-06-01,Tamil Nadu,Mayiladuthurai,0,0,0,0
2020-06-01,Telangana,Adilabad,0,0,0,0
2020-06-01,Telangana,Komaram Bheem,0,0,0,0
2020-06-01,Telangana,Bhadradri Kothagudem,0,0,0,0
2020-06-01,Telangana,Hyderabad,0,0,0,0
2020-06-01,Telangana,Jagtial,0,0,0,0
2020-06-01,Telangana,Jangaon,0,0,0,0
2020-06-01,Telangana,Jayashankar Bhupalapally,0,0,0,0
2020-06-01,Telangana,Jogulamba Gadwal,0,0,0,0
2020-06-01,Telangana,Kamareddy,0,0,0,0
2020-06-01,Telangana,Karimnagar,0,0,0,0
2020-06-01,Telangana,Khammam,0,0,0,0
2020-06-01,Telangana,Mahabubabad,0,0,0,0
2020-06-01,Telangana,Mahabubnagar,0,0,0,0
2020-06-01,Telangana,Mancherial,0,0,0,0
2020-06-01,Telangana,Medak,0,0,0,0
2020-06-01,Telangana,Medchal Malkajgiri,0,0,0,0
2020-06-01,Telangana,Mulugu,0,0,0,0
2020-06-01,Telangana,Nalgonda,0,0,0,0
2020-06-01,Telangana,Narayanpet,0,0,0,0
2020-06-01,Telangana,Nagarkurnool,0,0,0,0
2020-06-01,Telangana,Nirmal,0,0,0,0
2020-06-01,Telangana,Nizamabad,0,0,0,0
2020-06-01,Telangana,Peddapalli,0,0,0,0
2020-06-01,Telangana,Rajanna Sircilla,0,0,0,0
2020-06-01,Telangana,Ranga Reddy,0,0,0,0
2020-06-01,Telangana,Sangareddy,0,0,0,0
2020-06-01,Telangana,Siddipet,0,0,0,0
2020-06-01,Telangana,Suryapet,0,0,0,0
2020-06-01,Telangana,Vikarabad,0,0,0,0
2020-06-01,Telangana,Wanaparthy,0,0,0,0
2020-06-01,Telangana,Warangal Urban,0,0,0,0
2020-06-01,Telangana,Warangal Rural,0,0,0,0
2020-06-01,Telangana,Yadadri Bhuvanagiri,0,0,0,0
2020-06-01,Andaman and Nicobar Islands,Nicobars,0,0,0,0
2020-06-01,Andaman and Nicobar Islands,North and Middle Andaman,0,0,0,0
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,Daman,0,0,0,0
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,0,0
2020-06-01,Jammu and Kashmir,Mirpur,0,0,0,0
2020-06-01,Jammu and Kashmir,Muzaffarabad,0,0,0,0
2020-06-01,Lakshadweep,Lakshadweep,0,0,0,0
2020-06-01,Delhi,Central Delhi,0,0,0,0
2020-06-01,Delhi,East Delhi,0,0,0,0
2020-06-01,Delhi,New Delhi,0,0,0,0
2020-06-01,Delhi,North Delhi,0,0,0,0
2020-06-01,Delhi,North East Delhi,0,0,0,0
2020-06-01,Delhi,North West Delhi,0,0,0,0
2020-06-01,Delhi,Shahdara,0,0,0,0
2020-06-01,Delhi,South Delhi,0,0,0,0
2020-06-01,Delhi,South East Delhi,0,0,0,0
2020-06-01,Delhi,South West Delhi,0,0,0,0
2020-06-01,Delhi,West Delhi,0,0,0,0
2020-06-01,Puducherry,Yanam,0,0,0,0
2020-06-02,Arunachal Pradesh,Upper Dibang Valley,0,0,0,0
2020-06-02,Assam,Majuli,0,0,0,0
2020-06-02,Chhattisgarh,Gaurela-Pendra-Marwahi,0,0,0,0
2020-06-02,Himachal Pradesh,Kinnaur,0,0,0,0
2020-06-02,Himachal Pradesh,Lahaul and Spiti,0,0,0,0
2020-06-02,Madhya Pradesh,Chachaura-Binaganj,0,0,0,0
2020-06-02,Madhya Pradesh,Maihar,0,0,0,0
2020-06-02,Madhya Pradesh,Nagda,0,0,0,0
2020-06-02,Madhya Pradesh,Niwari,0,0,0,0
2020-06-02,Maharashtra,Mumbai Suburban,0,0,0,0
2020-06-02,Manipur,Jiribam,0,0,0,0
2020-06-02,Manipur,Kakching,0,0,0,0
2020-06-02,Manipur,Kangpokpi,0,0,0,0
2020-06-02,Manipur,Pherzawl,0,0,0,0
2020-06-02,Manipur,Tamenglong,0,0,0,0
2020-06-02,Manipur,Tengnoupal,0,0,0,0
2020-06-02,Meghalaya,East Garo Hills,0,0,0,0
2020-06-02,Meghalaya,East Jaintia Hills,0,0,0,0
2020-06-02,Meghalaya,Ribhoi,0,0,0,0
2020-06-02,Meghalaya,South Garo Hills,0,0,0,0
2020-06-02,Meghalaya,South West Khasi Hills,0,0,0,0
2020-06-02,Meghalaya,West Jaintia Hills,0,0,0,0
2020-06-02,Mizoram,Champhai,0,0,0,0
2020-06-02,Mizoram,Hnahthial,0,0,0,0
2020-06-02,Mizoram,Khawzawl,0,0,0,0
2020-06-02,Mizoram,Kolasib,0,0,0,0
2020-06-02,Mizoram,Lawngtlai,0,0,0,0
2020-06-02,Mizoram,Lunglei,0,0,0,0
2020-06-02,Mizoram,Mamit,0,0,0,0
2020-06-02,Mizoram,Saiha,0,0,0,0
2020-06-02,Mizoram,Saitual,0,0,0,0
2020-06-02,Mizoram,Serchhip,0,0,0,0
2020-06-02,Nagaland,Longleng,0,0,0,0
2020-06-02,Nagaland,Noklak,0,0,0,0
2020-06-02,Nagaland,Zunheboto,0,0,0,0
2020-06-02,Sikkim,East District,0,0,0,0
2020-06-02,Sikkim,North District,0,0,0,0
2020-06-02,Sikkim,South District,0,0,0,0
2020-06-02,Sikkim,West District,0,0,0,0
2020-06-02,Tamil Nadu,Mayiladuthurai,0,0,0,0
2020-06-02,Telangana,Adilabad,0,0,0,0
2020-06-02,Telangana,Komaram Bheem,0,0,0,0
2020-06-02,Telangana,Bhadradri Kothagudem,0,0,0,0
2020-06-02,Telangana,Hyderabad,0,0,0,0
2020-06-02,Telangana,Jagtial,0,0,0,0
2020-06-02,Telangana,Jangaon,0,0,0,0
2020-06-02,Telangana,Jayashankar Bhupalapally,0,0,0,0
2020-06-02,Telangana,Jogulamba Gadwal,0,0,0,0
2020-06-02,Telangana,Kamareddy,0,0,0,0
2020-06-02,Telangana,Karimnagar,0,0,0,0
2020-06-02,Telangana,Khammam,0,0,0,0
2020-06-02,Telangana,Mahabubabad,0,0,0,0
2020-06-02,Telangana,Mahabubnagar,0,0,0,0
2020-06-02,Telangana,Mancherial,0,0,0,0
2020-06-02,Telangana,Medak,0,0,0,0
2020-06-02,Telangana,Medchal Malkajgiri,0,0,0,0
2020-06-02,Telangana,Mulugu,0,0,0,0
2020-06-02,Telangana,Nalgonda,0,0,0,0
2020-06-02,Telangana,Narayanpet,0,0,0,0
2020-06-02,Telangana,Nagarkurnool,0,0,0,0
2020-06-02,Telangana,Nirmal,0,0,0,0
2020-06-02,Telangana,Nizamabad,0,0,0,0
2020-06-02,Telangana,Peddapalli,0,0,0,0
2020-06-02,Telangana,Rajanna Sircilla,0,0,0,0
2020-06-02,Telangana,Ranga Reddy,0,0,0,0
2020-06-02,Telangana,Sangareddy,0,0,0,0
2020-06-02,Telangana,Siddipet,0,0,0,0
2020-06-02,Telangana,Suryapet,0,0,0,0
2020-06-02,Telangana,Vikarabad,0,0,0,0
2020-06-02,Telangana,Wanaparthy,0,0,0,0
2020-06-02,Telangana,Warangal Urban,0,0,0,0
2020-06-02,Telangana,Warangal Rural,0,0,0,0
2020-06-02,Telangana,Yadadri Bhuvanagiri,0,0,0,0
2020-06-02,Andaman and Nicobar Islands,Nicobars,0,0,0,0
2020-06-02,Andaman and Nicobar Islands,North and Middle Andaman,0,0,0,0
2020-06-02,Dadra and Nagar Haveli and Daman and Diu,Daman,0,0,0,0
2020-06-02,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,0,0
2020-06-02,Jammu and Kashmir,Mirpur,0,0,0,0
2020-06-02,Jammu and Kashmir,Muzaffarabad,0,0,0,0
2020-06-02,Lakshadweep,Lakshadweep,0,0,0,0
2020-06-02,Delhi,Central Delhi,0,0,0,0
2020-06-02,Delhi,East Delhi,0,0,0,0
2020-06-02,Delhi,New Delhi,0,0,0,0
2020-06-02,Delhi,North Delhi,0,0,0,0
2020-06-02,Delhi,North East Delhi,0,0,0,0
2020-06-02,Delhi,North West Delhi,0,0,0,0
2020-06-02,Delhi,Shahdara,0,0,0,0
2020-06-02,Delhi,South Delhi,0,0,0,0
2020-06-02,Delhi,South East Delhi,0,0,0,0
2020-06-02,Delhi,South West Delhi,0,0,0,0
2020-06-02,Delhi,West Delhi,0,0,0,0
2020-06-02,Puducherry,Yanam,0,0,0,0
2020-06-03,Arunachal Pradesh,Upper Dibang Valley,0,0,0,0
2020-06-03,Assam,Majuli,0,0,0,0
2020-06-03,Chhattisgarh,Gaurela-Pendra-Marwahi,0,0,0,0
2020-06-03,Himachal Pradesh,Lahaul and Spiti,0,0,0,0
2020-06-03,Madhya Pradesh,Chachaura-Binaganj,0,0,0,0
2020-06-03,Madhya Pradesh,Maihar,0,0,0,0
2020-06-03,Madhya Pradesh,Nagda,0,0,0,0
2020-06-03,Madhya Pradesh,Niwari,0,0,0,0
2020-06-03,Maharashtra,Mumbai Suburban,0,0,0,0
2020-06-03,Manipur,Jiribam,0,0,0,0
2020-06-03,Manipur,Kangpokpi,0,0,0,0
2020-06-03,Manipur,Pherzawl,0,0,0,0
2020-06-03,Meghalaya,East Garo Hills,0,0,0,0
2020-06-03,Meghalaya,East Jaintia Hills,0,0,0,0
2020-06-03,Meghalaya,Ribhoi,0,0,0,0
2020-06-03,Meghalaya,South Garo Hills,0,0,0,0
2020-06-03,Meghalaya,South West Khasi Hills,0,0,0,0
2020-06-03,Mizoram,Champhai,0,0,0,0
2020-06-03,Mizoram,Hnahthial,0,0,0,0
2020-06-03,Mizoram,Khawzawl,0,0,0,0
2020-06-03,Mizoram,Kolasib,0,0,0,0
2020-06-03,Mizoram,Lawngtlai,0,0,0,0
2020-06-03,Mizoram,Lunglei,0,0,0,0
2020-06-03,Mizoram,Mamit,0,0,0,0
2020-06-03,Mizoram,Saiha,0,0,0,0
2020-06-03,Mizoram,Saitual,0,0,0,0
2020-06-03,Mizoram,Serchhip,0,0,0,0
2020-06-03,Nagaland,Longleng,0,0,0,0
2020-06-03,Nagaland,Noklak,0,0,0,0
2020-06-03,Nagaland,Zunheboto,0,0,0,0
2020-06-03,Sikkim,East District,0,0,0,0
2020-06-03,Sikkim,North District,0,0,0,0
2020-06-03,Sikkim,South District,0,0,0,0
2020-06-03,Sikkim,West District,0,0,0,0
2020-06-03,Tamil Nadu,Mayiladuthurai,0,0,0,0
2020-06-03,Telangana,Adilabad,0,0,0,0
2020-06-03,Telangana,Komaram Bheem,0,0,0,0
2020-06-03,Telangana,Bhadradri Kothagudem,0,0,0,0
2020-06-03,Telangana,Hyderabad,0,0,0,0
2020-06-03,Telangana,Jagtial,0,0,0,0
2020-06-03,Telangana,Jangaon,0,0,0,0
2020-06-03,Telangana,Jayashankar Bhupalapally,0,0,0,0
2020-06-03,Telangana,Jogulamba Gadwal,0,0,0,0
2020-06-03,Telangana,Kamareddy,0,0,0,0
2020-06-03,Telangana,Karimnagar,0,0,0,0
2020-06-03,Telangana,Khammam,0,0,0,0
2020-06-03,Telangana,Mahabubabad,0,0,0,0
2020-06-03,Telangana,Mahabubnagar,0,0,0,0
2020-06-03,Telangana,Mancherial,0,0,0,0
2020-06-03,Telangana,Medak,0,0,0,0
2020-06-03,Telangana,Medchal Malkajgiri,0,0,0,0
2020-06-03,Telangana,Mulugu,0,0,0,0
2020-06-03,Telangana,Nalgonda,0,0,0,0
2020-06-03,Telangana,Narayanpet,0,0,0,0
2020-06-03,Telangana,Nagarkurnool,0,0,0,0
2020-06-03,Telangana,Nirmal,0,0,0,0
2020-06-03,Telangana,Nizamabad,0,0,0,0
2020-06-03,Telangana,Peddapalli,0,0,0,0
2020-06-03,Telangana,Rajanna Sircilla,0,0,0,0
2020-06-03,Telangana,Ranga Reddy,0,0,0,0
2020-06-03,Telangana,Sangareddy,0,0,0,0
2020-06-03,Telangana,Siddipet,0,0,0,0
2020-06-03,Telangana,Suryapet,0,0,0,0
2020-06-03,Telangana,Vikarabad,0,0,0,0
2020-06-03,Telangana,Wanaparthy,0,0,0,0
2020-06-03,Telangana,Warangal Urban,0,0,0,0
2020-06-03,Telangana,Warangal Rural,0,0,0,0
2020-06-03,Telangana,Yadadri Bhuvanagiri,0,0,0,0
2020-06-03,Andaman and Nicobar Islands,Nicobars,0,0,0,0
2020-06-03,Andaman and Nicobar Islands,North and Middle Andaman,0,0,0,0
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,Daman,0,0,0,0
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,Diu,0,0,0,0
2020-06-03,Jammu and Kashmir,Mirpur,0,0,0,0
2020-06-03,Jammu and Kashmir,Muzaffarabad,0,0,0,0
2020-06-03,Lakshadweep,Lakshadweep,0,0,0,0
2020-06-03,Delhi,Central Delhi,0,0,0,0
2020-06-03,Delhi,East Delhi,0,0,0,0
2020-06-03,Delhi,New Delhi,0,0,0,0
2020-06-03,Delhi,North Delhi,0,0,0,0
2020-06-03,Delhi,North East Delhi,0,0,0,0
2020-06-03,Delhi,North West Delhi,0,0,0,0
2020-06-03,Delhi,Shahdara,0,0,0,0
2020-06-03,Delhi,South Delhi,0,0,0,0
2020-06-03,Delhi,South East Delhi,0,0,0,0
2020-06-03,Delhi,South West Delhi,0,0,0,0
2020-06-03,Delhi,West Delhi,0,0,0,0
2020-06-03,Puducherry,Yanam,0,0,0,0
2020-06-04,Arunachal Pradesh,Upper Dibang Valley,0,0,0,0
2020-06-04,Assam,Majuli,0,0,0,0
2020-06-04,Chhattisgarh,Gaurela-Pendra-Marwahi,0,0,0,0
2020-06-04,Himachal Pradesh,Lahaul and Spiti,0,0,0,0
2020-06-04,Madhya Pradesh,Chachaura-Binaganj,0,0,0,0
2020-06-04,Madhya Pradesh,Maihar,0,0,0,0
2020-06-04,Madhya Pradesh,Nagda,0,0,0,0
2020-06-04,Madhya Pradesh,Niwari,0,0,0,0
2020-06-04,Maharashtra,Mumbai Suburban,0,0,0,0
2020-06-04,Manipur,Jiribam,0,0,0,0
2020-06-04,Manipur,Pherzawl,0,0,0,0
2020-06-04,Meghalaya,East Garo Hills,0,0,0,0
2020-06-04,Meghalaya,East Jaintia Hills,0,0,0,0
2020-06-04,Meghalaya,Ribhoi,0,0,0,0
2020-06-04,Meghalaya,South Garo Hills,0,0,0,0
2020-06-04,Meghalaya,South West Khasi Hills,0,0,0,0
2020-06-04,Mizoram,Champhai,0,0,0,0
2020-06-04,Mizoram,Hnahthial,0,0,0,0
2020-06-04,Mizoram,Khawzawl,0,0,0,0
2020-06-04,Mizoram,Kolasib,0,0,0,0
2020-06-04,Mizoram,Lawngtlai,0,0,0,0
2020-06-04,Mizoram,Saiha,0,0,0,0
2020-06-04,Mizoram,Serchhip,0,0,0,0
2020-06-04,Nagaland,Longleng,0,0,0,0
2020-06-04,Nagaland,Noklak,0,0,0,0
2020-06-04,Nagaland,Zunheboto,0,0,0,0
2020-06-04,Sikkim,East District,0,0,0,0
2020-06-04,Sikkim,North District,0,0,0,0
2020-06-04,Sikkim,South District,0,0,0,0
2020-06-04,Sikkim,West District,0,0,0,0
2020-06-04,Tamil Nadu,Mayiladuthurai,0,0,0,0
2020-06-04,Telangana,Adilabad,0,0,0,0
2020-06-04,Telangana,Komaram Bheem,0,0,0,0
2020-06-04,Telangana,Bhadradri Kothagudem,0,0,0,0
2020-06-04,Telangana,Hyderabad,0,0,0,0
2020-06-04,Telangana,Jagtial,0,0,0,0
2020-06-04,Telangana,Jangaon,0,0,0,0
2020-06-04,Telangana,Jayashankar Bhupalapally,0,0,0,0
2020-06-04,Telangana,Jogulamba Gadwal,0,0,0,0
2020-06-04,Telangana,Kamareddy,0,0,0,0
2020-06-04,Telangana,Karimnagar,0,0,0,0
2020-06-04,Telangana,Khammam,0,0,0,0
2020-06-04,Telangana,Mahabubabad,0,0,0,0
2020-06-04,Telangana,Mahabubnagar,0,0,0,0
2020-06-04,Telangana,Mancherial,0,0,0,0
2020-06-04,Telangana,Medak,0,0,0,0
2020-06-04,Telangana,Medchal Malkajgiri,0,0,0,0
2020-06-04,Telangana,Mulugu,0,0,0,0
